month,level_1,level_2,level_3,value
2012-04,Total International Visitor Arrivals By Country Of Residence,Asia,ASEAN,488415.1
2012-04,Total International Visitor Arrivals By Country Of Residence,Asia,Japan,64098.1
2012-04,Total International Visitor Arrivals By Country Of Residence,Asia,Hong Kong,39322.8
2012-04,Total International Visitor Arrivals By Country Of Residence,Asia,Taiwan,24192.9
2012-04,Total International Visitor Arrivals By Country Of Residence,Asia,India,75392.7
2012-04,Total International Visitor Arrivals By Country Of Residence,Asia,Pakistan,1607.2
2012-04,Total International Visitor Arrivals By Country Of Residence,Asia,Sri Lanka,6857.9
2012-04,Total International Visitor Arrivals By Country Of Residence,Europe,United Kingdom,36594.6
2012-04,Total International Visitor Arrivals By Country Of Residence,Europe,Germany,19218.2
2012-04,Total International Visitor Arrivals By Country Of Residence,Europe,France,13906.2
2012-04,Total International Visitor Arrivals By Country Of Residence,Europe,Italy,5781.7
2012-04,Total International Visitor Arrivals By Country Of Residence,Europe,Netherlands,6433.7
2012-04,Total International Visitor Arrivals By Country Of Residence,Europe,Switzerland,6753.9
2012-04,Total International Visitor Arrivals By Country Of Residence,Europe,CIS & Eastern Europe,12764.4
2012-04,Total International Visitor Arrivals By Country Of Residence,Americas,USA,37721.6
2012-04,Total International Visitor Arrivals By Country Of Residence,Americas,Canada,7293.4
2012-04,Total International Visitor Arrivals By Country Of Residence,Oceania,Australia,81756.1
2012-04,Total International Visitor Arrivals By Country Of Residence,Oceania,New Zealand,10643.4
2012-05,Total International Visitor Arrivals By Country Of Residence,Asia,ASEAN,475989.9
2012-05,Total International Visitor Arrivals By Country Of Residence,Asia,Japan,62447.4
2012-05,Total International Visitor Arrivals By Country Of Residence,Asia,Hong Kong,35980.6
2012-05,Total International Visitor Arrivals By Country Of Residence,Asia,Taiwan,22969.9
2012-05,Total International Visitor Arrivals By Country Of Residence,Asia,India,78192
2012-05,Total International Visitor Arrivals By Country Of Residence,Asia,Pakistan,1751.1
2012-05,Total International Visitor Arrivals By Country Of Residence,Asia,Sri Lanka,6166.9
2012-05,Total International Visitor Arrivals By Country Of Residence,Europe,United Kingdom,36235.3
2012-05,Total International Visitor Arrivals By Country Of Residence,Europe,Germany,19742.9
2012-05,Total International Visitor Arrivals By Country Of Residence,Europe,France,12063.5
2012-05,Total International Visitor Arrivals By Country Of Residence,Europe,Italy,4775.7
2012-05,Total International Visitor Arrivals By Country Of Residence,Europe,Netherlands,6441.9
2012-05,Total International Visitor Arrivals By Country Of Residence,Europe,Switzerland,6631
2012-05,Total International Visitor Arrivals By Country Of Residence,Europe,CIS & Eastern Europe,11159.1
2012-05,Total International Visitor Arrivals By Country Of Residence,Americas,USA,40173
2012-05,Total International Visitor Arrivals By Country Of Residence,Americas,Canada,7081.8
2012-05,Total International Visitor Arrivals By Country Of Residence,Oceania,Australia,82509.1
2012-05,Total International Visitor Arrivals By Country Of Residence,Oceania,New Zealand,9918.4
2012-06,Total International Visitor Arrivals By Country Of Residence,Asia,ASEAN,468331.3
2012-06,Total International Visitor Arrivals By Country Of Residence,Asia,Japan,63600.4
2012-06,Total International Visitor Arrivals By Country Of Residence,Asia,Hong Kong,38946.8
2012-06,Total International Visitor Arrivals By Country Of Residence,Asia,Taiwan,21839.6
2012-06,Total International Visitor Arrivals By Country Of Residence,Asia,India,74707.2
2012-06,Total International Visitor Arrivals By Country Of Residence,Asia,Pakistan,1965.6
2012-06,Total International Visitor Arrivals By Country Of Residence,Asia,Sri Lanka,7365.7
2012-06,Total International Visitor Arrivals By Country Of Residence,Europe,United Kingdom,38037.8
2012-06,Total International Visitor Arrivals By Country Of Residence,Europe,Germany,20298.9
2012-06,Total International Visitor Arrivals By Country Of Residence,Europe,France,13018.6
2012-06,Total International Visitor Arrivals By Country Of Residence,Europe,Italy,5187.8
2012-06,Total International Visitor Arrivals By Country Of Residence,Europe,Netherlands,6954.8
2012-06,Total International Visitor Arrivals By Country Of Residence,Europe,Switzerland,6890.3
2012-06,Total International Visitor Arrivals By Country Of Residence,Europe,CIS & Eastern Europe,12136.4
2012-06,Total International Visitor Arrivals By Country Of Residence,Americas,USA,39806.2
2012-06,Total International Visitor Arrivals By Country Of Residence,Americas,Canada,7151.4
2012-06,Total International Visitor Arrivals By Country Of Residence,Oceania,Australia,92978.9
2012-06,Total International Visitor Arrivals By Country Of Residence,Oceania,New Zealand,10328.4
2012-07,Total International Visitor Arrivals By Country Of Residence,Asia,ASEAN,454163.8
2012-07,Total International Visitor Arrivals By Country Of Residence,Asia,Japan,60881.5
2012-07,Total International Visitor Arrivals By Country Of Residence,Asia,Hong Kong,34591.2
2012-07,Total International Visitor Arrivals By Country Of Residence,Asia,Taiwan,21802.3
2012-07,Total International Visitor Arrivals By Country Of Residence,Asia,India,71890.6
2012-07,Total International Visitor Arrivals By Country Of Residence,Asia,Pakistan,1676.9
2012-07,Total International Visitor Arrivals By Country Of Residence,Asia,Sri Lanka,6467.6
2012-07,Total International Visitor Arrivals By Country Of Residence,Europe,United Kingdom,36143
2012-07,Total International Visitor Arrivals By Country Of Residence,Europe,Germany,21177.7
2012-07,Total International Visitor Arrivals By Country Of Residence,Europe,France,13337.3
2012-07,Total International Visitor Arrivals By Country Of Residence,Europe,Italy,5703.9
2012-07,Total International Visitor Arrivals By Country Of Residence,Europe,Netherlands,7063.3
2012-07,Total International Visitor Arrivals By Country Of Residence,Europe,Switzerland,6951.1
2012-07,Total International Visitor Arrivals By Country Of Residence,Europe,CIS & Eastern Europe,12266.7
2012-07,Total International Visitor Arrivals By Country Of Residence,Americas,USA,39190.6
2012-07,Total International Visitor Arrivals By Country Of Residence,Americas,Canada,7453.3
2012-07,Total International Visitor Arrivals By Country Of Residence,Oceania,Australia,88596.7
2012-07,Total International Visitor Arrivals By Country Of Residence,Oceania,New Zealand,9796.7
2012-08,Total International Visitor Arrivals By Country Of Residence,Asia,ASEAN,474720.5
2012-08,Total International Visitor Arrivals By Country Of Residence,Asia,Japan,62872.4
2012-08,Total International Visitor Arrivals By Country Of Residence,Asia,Hong Kong,34038.6
2012-08,Total International Visitor Arrivals By Country Of Residence,Asia,Taiwan,21452
2012-08,Total International Visitor Arrivals By Country Of Residence,Asia,India,75995.1
2012-08,Total International Visitor Arrivals By Country Of Residence,Asia,Pakistan,1473.6
2012-08,Total International Visitor Arrivals By Country Of Residence,Asia,Sri Lanka,6578.5
2012-08,Total International Visitor Arrivals By Country Of Residence,Europe,United Kingdom,35301.4
2012-08,Total International Visitor Arrivals By Country Of Residence,Europe,Germany,20078.9
2012-08,Total International Visitor Arrivals By Country Of Residence,Europe,France,13369
2012-08,Total International Visitor Arrivals By Country Of Residence,Europe,Italy,5245.7
2012-08,Total International Visitor Arrivals By Country Of Residence,Europe,Netherlands,6648.7
2012-08,Total International Visitor Arrivals By Country Of Residence,Europe,Switzerland,7042.6
2012-08,Total International Visitor Arrivals By Country Of Residence,Europe,CIS & Eastern Europe,11865.9
2012-08,Total International Visitor Arrivals By Country Of Residence,Americas,USA,39168.9
2012-08,Total International Visitor Arrivals By Country Of Residence,Americas,Canada,7163
2012-08,Total International Visitor Arrivals By Country Of Residence,Oceania,Australia,87864
2012-08,Total International Visitor Arrivals By Country Of Residence,Oceania,New Zealand,9971.5
2012-09,Total International Visitor Arrivals By Country Of Residence,Asia,ASEAN,467281.3
2012-09,Total International Visitor Arrivals By Country Of Residence,Asia,Japan,62133.7
2012-09,Total International Visitor Arrivals By Country Of Residence,Asia,Hong Kong,43195.4
2012-09,Total International Visitor Arrivals By Country Of Residence,Asia,Taiwan,21473
2012-09,Total International Visitor Arrivals By Country Of Residence,Asia,India,71215.7
2012-09,Total International Visitor Arrivals By Country Of Residence,Asia,Pakistan,2265.2
2012-09,Total International Visitor Arrivals By Country Of Residence,Asia,Sri Lanka,6924.8
2012-09,Total International Visitor Arrivals By Country Of Residence,Europe,United Kingdom,37631.1
2012-09,Total International Visitor Arrivals By Country Of Residence,Europe,Germany,21071.9
2012-09,Total International Visitor Arrivals By Country Of Residence,Europe,France,15462
2012-09,Total International Visitor Arrivals By Country Of Residence,Europe,Italy,5736.3
2012-09,Total International Visitor Arrivals By Country Of Residence,Europe,Netherlands,6743.6
2012-09,Total International Visitor Arrivals By Country Of Residence,Europe,Switzerland,6886.4
2012-09,Total International Visitor Arrivals By Country Of Residence,Europe,CIS & Eastern Europe,12322.1
2012-09,Total International Visitor Arrivals By Country Of Residence,Americas,USA,40004.5
2012-09,Total International Visitor Arrivals By Country Of Residence,Americas,Canada,7564.2
2012-09,Total International Visitor Arrivals By Country Of Residence,Oceania,Australia,91560.9
2012-09,Total International Visitor Arrivals By Country Of Residence,Oceania,New Zealand,10188.1
2012-10,Total International Visitor Arrivals By Country Of Residence,Asia,ASEAN,483600.3
2012-10,Total International Visitor Arrivals By Country Of Residence,Asia,Japan,63204.6
2012-10,Total International Visitor Arrivals By Country Of Residence,Asia,Hong Kong,44954.1
2012-10,Total International Visitor Arrivals By Country Of Residence,Asia,Taiwan,24493.5
2012-10,Total International Visitor Arrivals By Country Of Residence,Asia,India,71162.4
2012-10,Total International Visitor Arrivals By Country Of Residence,Asia,Pakistan,1551.5
2012-10,Total International Visitor Arrivals By Country Of Residence,Asia,Sri Lanka,7629
2012-10,Total International Visitor Arrivals By Country Of Residence,Europe,United Kingdom,38229.6
2012-10,Total International Visitor Arrivals By Country Of Residence,Europe,Germany,20642.9
2012-10,Total International Visitor Arrivals By Country Of Residence,Europe,France,12081.8
2012-10,Total International Visitor Arrivals By Country Of Residence,Europe,Italy,5274.3
2012-10,Total International Visitor Arrivals By Country Of Residence,Europe,Netherlands,6896.3
2012-10,Total International Visitor Arrivals By Country Of Residence,Europe,Switzerland,6894.2
2012-10,Total International Visitor Arrivals By Country Of Residence,Europe,CIS & Eastern Europe,12184.6
2012-10,Total International Visitor Arrivals By Country Of Residence,Americas,USA,40067.9
2012-10,Total International Visitor Arrivals By Country Of Residence,Americas,Canada,7590
2012-10,Total International Visitor Arrivals By Country Of Residence,Oceania,Australia,94588.5
2012-10,Total International Visitor Arrivals By Country Of Residence,Oceania,New Zealand,10673.5
2012-11,Total International Visitor Arrivals By Country Of Residence,Asia,ASEAN,522219.8
2012-11,Total International Visitor Arrivals By Country Of Residence,Asia,Japan,66742.2
2012-11,Total International Visitor Arrivals By Country Of Residence,Asia,Hong Kong,44680.3
2012-11,Total International Visitor Arrivals By Country Of Residence,Asia,Taiwan,26318
2012-11,Total International Visitor Arrivals By Country Of Residence,Asia,India,75892.2
2012-11,Total International Visitor Arrivals By Country Of Residence,Asia,Pakistan,1758.8
2012-11,Total International Visitor Arrivals By Country Of Residence,Asia,Sri Lanka,7247.8
2012-11,Total International Visitor Arrivals By Country Of Residence,Europe,United Kingdom,37475.9
2012-11,Total International Visitor Arrivals By Country Of Residence,Europe,Germany,19444.3
